shipment_id,carrier,mode,origin_port,dest_port,season,distance_km,planned_transit_days,origin_congestion_idx,dest_congestion_idx,customs_complexity,num_customs_stops,weather_risk,carrier_reliability_score,shipment_value_usd,is_hazmat,num_prior_shipments_route,is_delayed,delay_days
SHP101479,CMA_CGM,Sea,Ningbo,Long_Beach,Q4,18214.1,35.5,0.784,1.183,0.142,0,0.378,0.75,3867.82,0,10,1,4.58
SHP101480,CMA_CGM,Sea,Antwerp,Le_Havre,Q2,2382.7,8.0,0.714,0.401,0.137,1,0.311,0.75,2692.8,1,4,0,0.0
SHP101481,MaerskLine,Sea,Shanghai,Sydney,Q3,10714.0,21.3,0.46,0.284,0.142,0,0.867,0.85,2301.85,0,8,0,0.0
SHP101482,MSC,Rail,Shanghai,Long_Beach,Q3,767.9,4.0,0.46,1.007,0.051,1,0.647,0.78,5724.09,0,12,0,0.0
SHP101483,CMA_CGM,Air,Hamburg,Tokyo,Q3,6041.0,4.6,0.259,0.395,0.837,1,0.228,0.75,182923.61,0,13,0,0.0
SHP101484,Evergreen,Sea,Rotterdam,Sydney,Q2,555.4,4.2,0.617,0.222,0.615,1,0.811,0.7,297618.9,0,8,0,0.0
SHP101485,MSC,Air,Antwerp,Durban,Q2,2998.0,4.1,0.714,0.3,0.958,0,0.284,0.78,53156.16,0,7,1,24.71
SHP101486,CMA_CGM,Rail,Busan,Felixstowe,Q1,1941.1,6.2,0.225,0.766,0.814,0,0.826,0.75,422151.54,0,8,1,29.26
SHP101487,ONE_Line,Road,Shanghai,Mumbai,Q2,346.7,2.1,0.36,0.221,0.321,2,0.403,0.72,167153.12,0,2,0,0.0
SHP101488,COSCO,Road,Singapore,Long_Beach,Q3,1035.2,4.2,0.99,1.007,0.089,3,0.504,0.68,5138.75,0,6,0,0.0
SHP101489,CMA_CGM,Road,Dubai,Long_Beach,Q4,681.5,2.5,0.198,1.183,0.048,1,0.739,0.75,78812.31,0,10,0,0.0
SHP101490,ONE_Line,Air,Busan,Long_Beach,Q4,6661.3,3.3,0.304,1.183,0.483,1,0.952,0.72,4137.64,0,10,0,0.0
SHP101491,COSCO,Sea,Los_Angeles,Tokyo,Q3,13041.5,26.3,0.666,0.395,0.544,0,0.635,0.68,1420.27,1,4,1,3.68
SHP101492,ONE_Line,Sea,Dubai,Felixstowe,Q4,9382.4,20.9,0.198,1.034,0.772,0,0.503,0.72,277696.34,0,4,0,0.0
SHP101493,ONE_Line,Sea,Singapore,Vancouver,Q3,11684.0,23.8,0.99,0.598,0.469,3,0.192,0.72,26374.17,0,8,1,31.78
SHP101494,Evergreen,Road,Busan,Le_Havre,Q3,2426.3,5.8,0.259,0.512,0.177,1,0.486,0.7,308710.47,0,7,0,0.0
SHP101495,Evergreen,Rail,Singapore,Santos,Q1,2737.8,8.6,0.861,0.27,0.382,0,0.071,0.7,2957.69,1,12,1,9.83
SHP101496,COSCO,Air,Rotterdam,Sydney,Q1,5139.8,4.2,0.686,0.247,0.547,1,0.47,0.68,218871.72,0,13,1,10.65
SHP101497,COSCO,Sea,Los_Angeles,Tokyo,Q4,15180.1,29.4,0.782,0.464,0.871,0,0.208,0.68,370566.99,0,8,1,16.91
SHP101498,Hapag_Lloyd,Sea,Antwerp,Durban,Q2,508.0,2.8,0.714,0.3,0.679,2,0.531,0.82,3549.7,0,7,0,0.0
SHP101499,Evergreen,Sea,Shanghai,New_York,Q3,16352.0,32.6,0.46,0.134,0.507,2,0.367,0.7,387178.61,0,14,0,0.0
SHP101500,COSCO,Sea,Hamburg,Long_Beach,Q2,19537.4,36.8,0.202,0.788,0.938,2,0.89,0.68,122393.7,0,6,1,4.58
SHP101501,CMA_CGM,Road,Busan,New_York,Q1,1356.6,5.1,0.225,0.116,0.449,1,0.655,0.75,7208.52,0,8,0,0.0
SHP101502,CMA_CGM,Sea,Los_Angeles,Vancouver,Q2,4855.5,11.2,0.521,0.468,0.02,1,0.282,0.75,7702.04,0,10,0,0.0
SHP101503,Hapag_Lloyd,Road,Busan,New_York,Q4,840.3,5.0,0.304,0.157,0.154,0,0.337,0.82,20865.32,0,8,0,0.0
SHP101504,CMA_CGM,Sea,Shanghai,Mumbai,Q2,9731.8,21.4,0.36,0.221,0.38,1,0.31,0.75,198677.44,0,8,1,10.55
SHP101505,Evergreen,Sea,Rotterdam,Felixstowe,Q4,3892.4,10.5,0.926,1.034,0.546,1,0.74,0.7,9196.39,0,8,1,20.59
SHP101506,COSCO,Road,Antwerp,Felixstowe,Q4,1266.6,4.2,1.07,1.034,0.264,1,0.129,0.68,2326.02,0,9,1,4.68
SHP101507,Evergreen,Sea,Hamburg,Tokyo,Q1,7144.0,14.7,0.225,0.343,0.58,2,0.812,0.7,17841.56,0,7,0,0.0
SHP101508,Evergreen,Sea,Antwerp,Tokyo,Q1,2919.0,7.7,0.793,0.343,0.676,1,0.453,0.7,106397.29,0,4,0,0.0
SHP101509,CMA_CGM,Sea,Rotterdam,New_York,Q3,19290.6,36.8,0.788,0.134,0.083,1,0.722,0.75,1578.07,0,6,0,0.0
SHP101510,Hapag_Lloyd,Air,Singapore,Long_Beach,Q2,4277.4,4.5,0.775,0.788,0.057,1,0.626,0.82,19192.67,1,9,0,0.0
SHP101511,Evergreen,Road,Los_Angeles,Santos,Q1,2468.0,8.5,0.579,0.27,0.634,1,0.199,0.7,186634.23,1,13,0,0.0
SHP101512,Hapag_Lloyd,Sea,Rotterdam,Durban,Q1,10275.0,21.5,0.686,0.333,0.733,1,0.322,0.82,8491.93,0,10,1,3.39
SHP101513,MSC,Road,Busan,Le_Havre,Q3,535.8,4.7,0.259,0.512,0.341,1,0.627,0.78,428728.97,0,10,0,0.0
SHP101514,Hapag_Lloyd,Air,Rotterdam,Santos,Q1,3334.1,3.1,0.686,0.27,0.39,0,0.219,0.82,1932.6,0,12,0,0.0
SHP101515,Hapag_Lloyd,Rail,Ningbo,Tokyo,Q3,780.6,3.9,0.668,0.395,0.046,0,0.929,0.82,1270.01,0,6,1,4.98
SHP101516,CMA_CGM,Rail,Dubai,New_York,Q4,101.5,1.3,0.198,0.157,0.076,0,0.306,0.75,2806.95,0,14,0,0.0
SHP101517,Evergreen,Road,Shanghai,Le_Havre,Q3,144.5,4.2,0.46,0.512,0.366,1,0.447,0.7,1429.37,0,17,1,2.68
SHP101518,COSCO,Sea,Hong_Kong,Felixstowe,Q4,16246.4,33.1,0.9,1.034,0.443,1,0.653,0.68,9926.42,0,9,0,0.0
SHP101519,ONE_Line,Sea,Hamburg,Le_Havre,Q4,19874.1,38.8,0.303,0.602,0.002,1,0.689,0.72,24112.39,0,7,0,0.0
SHP101520,CMA_CGM,Sea,Los_Angeles,Long_Beach,Q3,10890.5,23.3,0.666,1.007,0.542,3,0.707,0.75,10204.14,0,8,1,23.14
SHP101521,Evergreen,Sea,Antwerp,Santos,Q1,6953.0,15.1,0.793,0.27,0.248,2,0.097,0.7,1097.82,0,6,0,0.0
SHP101522,ONE_Line,Sea,Singapore,Durban,Q4,7432.4,16.4,1.162,0.45,0.949,2,0.105,0.72,6304.89,0,11,1,6.11
SHP101523,MaerskLine,Road,Hamburg,Sydney,Q4,224.4,3.1,0.303,0.333,0.936,2,0.211,0.85,24029.73,0,6,0,0.0
SHP101524,Evergreen,Rail,Antwerp,Santos,Q3,1597.8,4.9,0.912,0.31,0.516,0,0.209,0.7,412152.77,0,8,0,0.0
SHP101525,CMA_CGM,Sea,Hamburg,Sydney,Q2,12821.6,27.2,0.202,0.222,0.864,1,0.419,0.75,190880.97,1,11,1,6.08
SHP101526,COSCO,Air,Hamburg,Mumbai,Q4,6350.5,4.9,0.303,0.331,0.568,2,0.344,0.68,1530.49,0,6,0,0.0
SHP101527,MaerskLine,Sea,Busan,Vancouver,Q3,14424.7,29.8,0.259,0.598,0.674,0,0.968,0.85,270522.69,0,7,0,0.0
SHP101528,MSC,Rail,Ningbo,Sydney,Q1,535.8,3.7,0.581,0.247,0.954,1,0.057,0.78,207445.66,0,12,0,0.0
SHP101529,CMA_CGM,Road,Antwerp,Vancouver,Q1,2196.5,7.0,0.793,0.52,0.109,1,0.596,0.75,4889.7,0,8,1,0.9
SHP101530,CMA_CGM,Sea,Antwerp,Le_Havre,Q1,3417.6,8.0,0.793,0.446,0.93,0,0.695,0.75,357956.55,0,8,0,0.0
SHP101531,Hapag_Lloyd,Sea,Hong_Kong,Long_Beach,Q3,19113.5,36.1,0.766,1.007,0.823,2,0.99,0.82,56025.27,1,5,1,4.52
SHP101532,MSC,Road,Singapore,Felixstowe,Q2,2017.6,5.5,0.775,0.689,0.396,1,0.887,0.78,2135.35,0,5,0,0.0
SHP101533,COSCO,Sea,Hamburg,Le_Havre,Q3,7012.4,14.5,0.259,0.512,0.998,2,0.06,0.68,78880.3,0,6,0,0.0
SHP101534,MaerskLine,Sea,Los_Angeles,Sydney,Q3,4875.8,11.5,0.666,0.284,0.252,1,0.506,0.85,5801.02,1,9,0,0.0
SHP101535,CMA_CGM,Sea,Busan,Long_Beach,Q1,8188.5,18.0,0.225,0.876,0.815,1,0.271,0.75,13545.51,0,7,1,36.6
SHP101536,MSC,Rail,Los_Angeles,Durban,Q3,718.1,2.7,0.666,0.383,0.107,0,0.421,0.78,3203.21,0,10,0,0.0
SHP101537,MSC,Sea,Singapore,Santos,Q2,2398.0,6.1,0.775,0.243,0.263,0,0.211,0.78,90448.17,0,11,0,0.0
SHP101538,CMA_CGM,Sea,Hamburg,Long_Beach,Q1,12728.9,26.4,0.225,0.876,0.472,0,0.245,0.75,64733.51,0,10,0,0.0
SHP101539,Evergreen,Air,Dubai,Tokyo,Q2,7602.1,3.7,0.132,0.309,0.236,1,0.941,0.7,11416.8,0,5,0,0.0
SHP101540,COSCO,Rail,Antwerp,Sydney,Q4,2499.8,8.6,1.07,0.333,0.545,1,0.01,0.68,1787.83,0,12,1,11.22
SHP101541,CMA_CGM,Road,Busan,New_York,Q3,2225.2,5.1,0.259,0.134,0.927,2,0.989,0.75,407497.73,0,7,1,0.52
SHP101542,CMA_CGM,Road,Rotterdam,Vancouver,Q4,270.4,4.4,0.926,0.702,0.188,1,0.444,0.75,6986.16,0,9,1,6.22
SHP101543,MaerskLine,Air,Shanghai,Vancouver,Q2,2604.1,1.9,0.36,0.468,0.717,0,0.659,0.85,28920.53,1,9,1,7.11
SHP101544,ONE_Line,Sea,Busan,Le_Havre,Q2,10466.7,21.0,0.202,0.401,0.887,2,0.816,0.72,416143.37,0,2,0,0.0
SHP101545,Hapag_Lloyd,Sea,Shanghai,Durban,Q4,1126.5,5.0,0.54,0.45,0.391,0,0.171,0.82,4046.04,0,13,1,10.67
SHP101546,MSC,Sea,Busan,Santos,Q4,9281.3,18.6,0.304,0.364,0.138,2,0.735,0.78,3290.3,0,6,1,6.75
SHP101547,MaerskLine,Sea,Antwerp,Sydney,Q2,9558.0,18.9,0.714,0.222,0.211,1,0.744,0.85,13224.65,0,10,0,0.0
SHP101548,MaerskLine,Road,Hamburg,Long_Beach,Q1,2978.1,6.7,0.225,0.876,0.493,2,0.069,0.85,7205.16,1,7,1,19.65
SHP101549,CMA_CGM,Air,Rotterdam,Durban,Q4,17786.3,5.1,0.926,0.45,0.275,0,0.711,0.75,80185.66,0,6,0,0.0
SHP101550,MaerskLine,Air,Antwerp,Durban,Q2,13879.8,5.1,0.714,0.3,0.312,0,0.808,0.85,305475.91,0,6,1,10.49
SHP101551,MSC,Road,Shanghai,Felixstowe,Q4,282.9,2.5,0.54,1.034,0.396,1,0.89,0.78,57217.65,0,5,1,13.07
SHP101552,Hapag_Lloyd,Sea,Los_Angeles,Felixstowe,Q4,5640.9,11.7,0.782,1.034,0.018,3,0.122,0.82,18970.29,0,4,0,0.0
SHP101553,Evergreen,Sea,Singapore,Felixstowe,Q4,4123.8,9.0,1.162,1.034,0.293,1,0.956,0.7,272063.8,0,8,1,3.63
SHP101554,CMA_CGM,Road,Dubai,Vancouver,Q4,2660.1,8.1,0.198,0.702,0.354,1,0.16,0.75,26958.82,0,13,0,0.0
SHP101555,MSC,Air,Los_Angeles,New_York,Q1,17560.5,5.5,0.579,0.116,0.311,0,0.225,0.78,8040.45,0,4,0,0.0
SHP101556,ONE_Line,Sea,Dubai,Long_Beach,Q2,15566.9,29.8,0.132,0.788,0.78,2,0.833,0.72,33146.73,0,5,0,0.0
SHP101557,Hapag_Lloyd,Sea,Busan,Santos,Q1,4991.3,12.3,0.225,0.27,0.59,0,0.9,0.82,437089.18,0,6,0,0.0
SHP101558,COSCO,Air,Busan,Vancouver,Q3,9534.0,4.9,0.259,0.598,0.801,0,0.173,0.68,3388.22,0,6,0,0.0
SHP101559,CMA_CGM,Sea,Shanghai,New_York,Q2,14249.6,28.2,0.36,0.105,0.877,1,0.557,0.75,23272.66,0,7,0,0.0
SHP101560,MaerskLine,Rail,Ningbo,Long_Beach,Q3,580.5,3.0,0.668,1.007,0.145,0,0.3,0.85,440238.75,0,5,0,0.0
SHP101561,COSCO,Sea,Busan,Vancouver,Q2,4985.2,11.0,0.202,0.468,0.44,0,0.608,0.68,220853.58,0,10,0,0.0
SHP101562,MSC,Sea,Los_Angeles,Tokyo,Q1,13588.6,26.8,0.579,0.343,0.392,1,0.8,0.78,278488.85,0,6,0,0.0
SHP101563,Evergreen,Air,Busan,Vancouver,Q4,17889.3,6.1,0.304,0.702,0.082,1,0.049,0.7,12886.32,0,8,0,0.0
SHP101564,Hapag_Lloyd,Sea,Dubai,Vancouver,Q2,13922.7,26.5,0.132,0.468,0.073,0,0.274,0.82,104729.56,0,7,0,0.0
SHP101565,COSCO,Sea,Rotterdam,Tokyo,Q2,17273.7,32.9,0.617,0.309,0.439,0,0.634,0.68,19762.64,0,7,0,0.0
SHP101566,CMA_CGM,Road,Busan,Long_Beach,Q4,1472.5,5.7,0.304,1.183,0.689,1,0.063,0.75,21228.07,0,6,0,0.0
SHP101567,Hapag_Lloyd,Air,Hong_Kong,Vancouver,Q4,8978.7,4.8,0.9,0.702,0.386,0,0.706,0.82,205220.54,0,12,0,0.0
SHP101568,COSCO,Road,Antwerp,Durban,Q2,1501.7,6.7,0.714,0.3,0.349,1,0.173,0.68,84519.07,0,10,0,0.0
SHP101569,MSC,Sea,Rotterdam,Santos,Q1,9304.8,20.8,0.686,0.27,0.247,0,0.49,0.78,4203.14,0,11,0,0.0
SHP101570,COSCO,Road,Ningbo,Durban,Q4,2733.8,7.1,0.784,0.45,0.928,0,0.763,0.68,8260.05,0,8,0,0.0
SHP101571,ONE_Line,Sea,Los_Angeles,Sydney,Q3,3552.9,8.9,0.666,0.284,0.728,0,0.033,0.72,13475.03,0,8,0,0.0
SHP101572,Hapag_Lloyd,Sea,Dubai,Felixstowe,Q1,8280.7,16.6,0.146,0.766,0.301,1,0.806,0.82,342722.89,0,13,1,10.13
SHP101573,Evergreen,Air,Singapore,Long_Beach,Q3,9024.6,3.1,0.99,1.007,0.602,0,0.142,0.7,26407.6,0,10,1,14.89
SHP101574,MSC,Rail,Shanghai,Felixstowe,Q4,430.8,2.3,0.54,1.034,0.822,0,0.821,0.78,1664.07,0,12,1,30.25
SHP101575,CMA_CGM,Sea,Antwerp,Le_Havre,Q3,10001.6,21.3,0.912,0.512,0.759,1,0.224,0.75,432560.4,0,9,1,38.19
SHP101576,Evergreen,Sea,Hong_Kong,Sydney,Q2,17969.2,35.0,0.6,0.222,0.691,1,0.82,0.7,6447.34,0,3,1,5.51
SHP101577,MSC,Sea,Dubai,Le_Havre,Q4,696.4,5.0,0.198,0.602,0.505,1,0.026,0.78,3691.34,0,6,0,0.0
SHP101578,CMA_CGM,Sea,Singapore,Vancouver,Q4,14021.4,28.8,1.162,0.702,0.117,0,0.723,0.75,4416.33,0,5,1,2.42
SHP101579,COSCO,Sea,Antwerp,Tokyo,Q3,10446.9,22.8,0.912,0.395,0.14,0,0.28,0.68,1185.61,1,9,0,0.0
SHP101580,Hapag_Lloyd,Sea,Busan,Vancouver,Q4,9585.3,20.9,0.304,0.702,0.556,1,0.945,0.82,60051.17,0,10,0,0.0
SHP101581,MaerskLine,Sea,Ningbo,New_York,Q4,3904.7,10.4,0.784,0.157,0.249,0,0.344,0.85,2742.2,0,7,0,0.0
SHP101582,Hapag_Lloyd,Air,Singapore,Felixstowe,Q4,9858.6,6.2,1.162,1.034,0.353,0,0.287,0.82,21723.9,0,9,1,33.6
SHP101583,Evergreen,Air,Ningbo,New_York,Q2,16086.1,6.1,0.523,0.105,0.924,0,0.992,0.7,80895.56,0,9,1,8.52
SHP101584,Hapag_Lloyd,Road,Shanghai,Le_Havre,Q2,1789.0,5.9,0.36,0.401,0.013,1,0.829,0.82,30419.06,1,8,0,0.0
SHP101585,ONE_Line,Sea,Hong_Kong,Tokyo,Q4,15644.8,32.0,0.9,0.464,0.141,1,0.838,0.72,232656.88,0,9,1,9.25
SHP101586,MSC,Air,Busan,Durban,Q4,12078.0,6.7,0.304,0.45,0.026,1,0.133,0.78,8199.54,0,10,0,0.0
SHP101587,CMA_CGM,Air,Antwerp,Tokyo,Q4,7971.3,5.3,1.07,0.464,0.052,0,0.368,0.75,3748.5,0,9,0,0.0
SHP101588,CMA_CGM,Sea,Antwerp,New_York,Q1,1584.1,4.7,0.793,0.116,0.731,2,0.755,0.75,19630.4,0,8,1,45.43
SHP101589,COSCO,Air,Antwerp,Sydney,Q2,14391.8,6.4,0.714,0.222,0.73,0,0.787,0.68,14665.34,0,7,0,0.0
SHP101590,Hapag_Lloyd,Road,Hong_Kong,Felixstowe,Q1,162.1,2.5,0.666,0.766,0.335,2,0.23,0.82,158084.09,0,6,1,0.91
SHP101591,COSCO,Sea,Hamburg,Tokyo,Q2,9922.8,20.3,0.202,0.309,0.425,0,0.947,0.68,1119.95,0,10,1,3.73
SHP101592,MSC,Sea,Antwerp,Santos,Q1,6088.4,14.8,0.793,0.27,0.455,1,0.694,0.78,12468.37,0,7,1,9.17
SHP101593,COSCO,Road,Shanghai,Long_Beach,Q3,864.2,5.4,0.46,1.007,0.226,0,0.55,0.68,5278.96,1,8,0,0.0
SHP101594,Evergreen,Sea,Ningbo,Vancouver,Q2,15239.2,31.1,0.523,0.468,0.276,0,0.037,0.7,18650.17,0,11,0,0.0
SHP101595,Hapag_Lloyd,Rail,Rotterdam,Felixstowe,Q1,1281.7,5.7,0.686,0.766,0.206,1,0.126,0.82,14066.53,0,7,0,0.0
SHP101596,MaerskLine,Sea,Rotterdam,Santos,Q1,6708.0,15.9,0.686,0.27,0.331,1,0.985,0.85,154767.65,0,5,1,17.82
SHP101597,CMA_CGM,Sea,Dubai,Sydney,Q4,14811.0,30.8,0.198,0.333,0.332,1,0.641,0.75,30173.05,0,11,0,0.0
SHP101598,Hapag_Lloyd,Sea,Hong_Kong,Santos,Q2,5982.6,13.3,0.6,0.243,0.238,0,0.113,0.82,7442.24,0,6,0,0.0
SHP101599,CMA_CGM,Air,Hamburg,Long_Beach,Q1,10641.9,3.5,0.225,0.876,0.476,3,0.155,0.75,11612.92,0,12,0,0.0
SHP101600,Evergreen,Sea,Rotterdam,Sydney,Q1,3907.4,10.9,0.686,0.247,0.914,2,0.564,0.7,7472.87,0,4,1,1.99
SHP101601,Hapag_Lloyd,Sea,Singapore,New_York,Q3,2862.9,6.4,0.99,0.134,0.442,3,0.986,0.82,106857.82,0,7,0,0.0
SHP101602,CMA_CGM,Rail,Rotterdam,Long_Beach,Q2,2275.4,6.0,0.617,0.788,0.906,0,0.686,0.75,149307.7,0,7,0,0.0
SHP101603,MSC,Sea,Dubai,Felixstowe,Q2,18792.5,37.5,0.132,0.689,0.268,2,0.581,0.78,4410.58,0,12,0,0.0
SHP101604,Evergreen,Sea,Los_Angeles,Santos,Q1,6684.0,16.1,0.579,0.27,0.667,2,0.638,0.7,86788.34,0,7,0,0.0
SHP101605,Evergreen,Sea,Antwerp,Long_Beach,Q2,8577.5,17.3,0.714,0.788,0.843,2,0.243,0.7,37627.92,0,5,1,10.76
SHP101606,Evergreen,Sea,Rotterdam,Long_Beach,Q4,2354.2,7.8,0.926,1.183,0.289,2,0.518,0.7,1658.98,0,9,1,14.18
SHP101607,Evergreen,Sea,Antwerp,Santos,Q3,11063.1,22.9,0.912,0.31,0.445,0,0.554,0.7,386423.57,0,5,0,0.0
SHP101608,COSCO,Road,Ningbo,Santos,Q3,1407.5,4.4,0.668,0.31,0.34,2,0.626,0.68,8310.11,0,3,0,0.0
SHP101609,Hapag_Lloyd,Sea,Los_Angeles,Sydney,Q3,16056.2,32.7,0.666,0.284,0.56,0,0.933,0.82,46340.63,0,4,0,0.0
SHP101610,MSC,Sea,Singapore,New_York,Q1,19180.6,38.3,0.861,0.116,0.535,2,0.102,0.78,39432.86,0,11,0,0.0
SHP101611,ONE_Line,Sea,Los_Angeles,Sydney,Q4,14620.5,29.6,0.782,0.333,0.78,1,0.936,0.72,48392.6,0,12,1,10.31
SHP101612,MaerskLine,Sea,Singapore,Vancouver,Q2,6473.9,14.3,0.775,0.468,0.531,2,0.256,0.85,129943.25,0,1,1,15.81
SHP101613,MSC,Sea,Antwerp,New_York,Q1,9047.8,18.9,0.793,0.116,0.803,1,0.609,0.78,12431.63,0,9,0,0.0
SHP101614,MSC,Sea,Antwerp,Sydney,Q1,3221.4,9.3,0.793,0.247,0.653,2,0.211,0.78,3011.03,0,10,0,0.0
SHP101615,MSC,Sea,Rotterdam,Santos,Q4,13654.9,28.6,0.926,0.364,0.499,3,0.923,0.78,1801.93,0,6,0,0.0
SHP101616,Hapag_Lloyd,Road,Singapore,New_York,Q4,1504.5,5.6,1.162,0.157,0.1,3,0.289,0.82,5565.73,0,16,1,28.75
SHP101617,MaerskLine,Sea,Hong_Kong,Long_Beach,Q4,7447.7,17.3,0.9,1.183,0.976,4,0.953,0.85,211031.14,0,9,1,21.82
SHP101618,Evergreen,Sea,Singapore,Durban,Q4,18907.8,36.3,1.162,0.45,0.072,0,0.095,0.7,3202.31,0,8,0,0.0
SHP101619,MSC,Sea,Los_Angeles,Long_Beach,Q4,19624.7,38.3,0.782,1.183,0.089,2,0.456,0.78,12988.57,0,6,1,8.38
SHP101620,MSC,Sea,Busan,Long_Beach,Q4,14199.0,28.0,0.304,1.183,0.288,1,0.392,0.78,7245.95,0,11,1,10.49
SHP101621,Evergreen,Road,Rotterdam,Sydney,Q4,1250.3,4.8,0.926,0.333,0.044,0,0.833,0.7,19344.57,0,5,0,0.0
SHP101622,MSC,Sea,Los_Angeles,Long_Beach,Q4,4479.1,10.8,0.782,1.183,0.35,1,0.812,0.78,14608.44,0,10,0,0.0
SHP101623,ONE_Line,Rail,Rotterdam,Sydney,Q2,824.6,4.7,0.617,0.222,0.923,1,0.317,0.72,24374.29,0,11,1,12.56
SHP101624,COSCO,Air,Busan,Mumbai,Q1,13697.8,4.2,0.225,0.245,0.66,0,0.962,0.68,41904.11,0,8,0,0.0
SHP101625,ONE_Line,Air,Ningbo,Tokyo,Q4,15291.4,7.3,0.784,0.464,0.377,0,0.521,0.72,2269.01,0,9,0,0.0
SHP101626,Evergreen,Sea,Singapore,Felixstowe,Q4,16761.1,33.8,1.162,1.034,0.684,2,0.061,0.7,7410.45,0,4,1,17.42
SHP101627,ONE_Line,Rail,Dubai,Long_Beach,Q3,1157.0,3.5,0.168,1.007,0.298,0,0.916,0.72,3705.42,0,10,0,0.0
SHP101628,MaerskLine,Road,Hong_Kong,Santos,Q4,548.6,3.1,0.9,0.364,0.021,2,0.985,0.85,64470.53,0,8,0,0.0
SHP101629,Hapag_Lloyd,Sea,Busan,Vancouver,Q1,9837.7,21.1,0.225,0.52,0.015,1,0.03,0.82,115155.29,0,5,0,0.0
SHP101630,MSC,Road,Antwerp,Felixstowe,Q1,216.6,2.5,0.793,0.766,0.731,0,0.117,0.78,22988.31,0,15,0,0.0
SHP101631,COSCO,Air,Ningbo,Vancouver,Q3,12233.5,5.8,0.668,0.598,0.568,0,0.228,0.68,4516.27,0,8,0,0.0
SHP101632,MaerskLine,Air,Hong_Kong,Vancouver,Q3,8683.2,4.6,0.766,0.598,0.908,0,0.237,0.85,271354.87,0,9,0,0.0
SHP101633,MaerskLine,Sea,Busan,Felixstowe,Q1,10503.0,20.5,0.225,0.766,0.438,2,0.119,0.85,6809.45,0,5,0,0.0
SHP101634,ONE_Line,Sea,Hong_Kong,Le_Havre,Q1,4650.0,10.7,0.666,0.446,0.528,2,0.057,0.72,267871.65,0,14,0,0.0
SHP101635,Hapag_Lloyd,Road,Shanghai,Vancouver,Q3,2495.6,7.7,0.46,0.598,0.914,0,0.509,0.82,76152.06,0,10,0,0.0
SHP101636,MaerskLine,Sea,Shanghai,Santos,Q4,3502.8,8.3,0.54,0.364,0.327,2,0.701,0.85,4953.51,0,14,1,10.78
SHP101637,MaerskLine,Air,Ningbo,Durban,Q1,9497.4,4.7,0.581,0.333,0.127,0,0.216,0.85,1601.33,0,6,0,0.0
SHP101638,Evergreen,Sea,Ningbo,Santos,Q4,10150.7,21.9,0.784,0.364,0.467,2,0.805,0.7,1639.58,0,7,1,15.83
SHP101639,MSC,Sea,Rotterdam,Long_Beach,Q4,17158.0,35.1,0.926,1.183,0.043,4,0.051,0.78,1728.95,0,7,1,14.57
SHP101640,MaerskLine,Sea,Dubai,Long_Beach,Q4,14816.5,29.0,0.198,1.183,0.148,2,0.79,0.85,36749.05,0,12,1,0.75
SHP101641,MaerskLine,Sea,Hong_Kong,Sydney,Q4,9030.3,19.4,0.9,0.333,0.454,2,0.277,0.85,1764.27,1,10,0,0.0
SHP101642,Evergreen,Sea,Los_Angeles,Mumbai,Q1,8097.1,18.4,0.579,0.245,0.58,1,0.718,0.7,1744.26,0,9,0,0.0
SHP101643,COSCO,Sea,Antwerp,Sydney,Q2,11748.4,24.8,0.714,0.222,0.06,1,0.358,0.68,9189.71,0,9,0,0.0
SHP101644,CMA_CGM,Sea,Rotterdam,Tokyo,Q1,16265.3,32.4,0.686,0.343,0.409,4,0.483,0.75,52314.17,0,7,0,0.0
SHP101645,Hapag_Lloyd,Sea,Hong_Kong,Mumbai,Q2,14911.9,30.3,0.6,0.221,0.308,3,0.604,0.82,52018.29,0,9,1,8.56
SHP101646,Evergreen,Sea,Shanghai,Vancouver,Q2,8920.6,17.3,0.36,0.468,0.728,2,0.519,0.7,86735.91,0,7,1,20.57
SHP101647,Evergreen,Sea,Dubai,Vancouver,Q4,9138.6,17.9,0.198,0.702,0.178,2,0.443,0.7,26405.09,0,6,0,0.0
SHP101648,Hapag_Lloyd,Road,Singapore,Mumbai,Q1,2899.9,8.8,0.861,0.245,0.985,4,0.929,0.82,24551.33,0,8,1,6.49
SHP101649,Evergreen,Sea,Antwerp,Vancouver,Q1,7509.3,17.6,0.793,0.52,0.809,1,0.956,0.7,1336.03,0,7,0,0.0
SHP101650,Evergreen,Sea,Hamburg,Long_Beach,Q4,11184.8,23.2,0.303,1.183,0.618,1,0.924,0.7,26991.85,0,6,0,0.0
SHP101651,MSC,Sea,Dubai,Vancouver,Q1,5378.9,10.9,0.146,0.52,0.497,1,0.07,0.78,38975.92,0,11,0,0.0
SHP101652,Hapag_Lloyd,Rail,Rotterdam,Vancouver,Q1,187.4,2.2,0.686,0.52,0.928,1,0.836,0.82,15538.44,0,5,0,0.0
SHP101653,MaerskLine,Road,Antwerp,Le_Havre,Q1,2952.0,7.6,0.793,0.446,0.716,2,0.367,0.85,1598.45,0,9,0,0.0
SHP101654,Evergreen,Sea,Antwerp,Durban,Q4,7539.8,16.6,1.07,0.45,0.864,0,0.8,0.7,4612.61,0,9,0,0.0
SHP101655,Evergreen,Sea,Los_Angeles,Mumbai,Q1,9764.0,21.0,0.579,0.245,0.492,2,0.607,0.7,43286.52,0,9,0,0.0
